OFFSET_X,OFFSET_Y,SSLOC_X,SSLOC_Y,SSLOC_Z,SRC_X,SRC_Y,SRC_Z,RCV_X,RCV_Y,RCV_Z
-2400,-300,12937,16366,1751,10075,17450,0,7675,17150,0
-2400,-300,13974,17563,1773,8875,18050,0,6475,17750,0
-2400,-300,13115,16032,2225,9475,17450,0,7075,17150,0
-2400,-300,13705,16140,1928,19825,17450,0,17425,17150,0
-2400,-300,13907,17603,1922,9475,18050,0,7075,17750,0
-2400,-300,13113,15936,2147,8125,17450,0,5725,17150,0
-2400,-300,13497,18621,1875,10375,19250,0,7975,18950,0
-2400,-300,13291,19119,1611,5875,18650,0,3475,18350,0
-2400,-300,13259,17612,2179,9625,18650,0,7225,18350,0
-2400,-300,13586,18583,2057,10225,19250,0,7825,18950,0
-2400,-300,13306,18110,2166,9175,19250,0,6775,18950,0
-2400,-300,13533,18539,2075,9925,19250,0,7525,18950,0
-2400,-300,13174,17100,2240,8275,18050,0,5875,17750,0
-2400,-300,13699,19520,2408,21025,18650,0,18625,18350,0
-2400,-300,13305,17410,2828,6925,18650,0,4525,18350,0
-2400,-300,13729,18095,2546,9775,19250,0,7375,18950,0
-2400,-300,13416,17405,2917,7075,19250,0,4675,18950,0
-2400,-300,13810,19045,2726,9775,19850,0,7375,19550,0
-2400,-300,13831,19558,2377,10225,21050,0,7825,20750,0
-2400,-300,13863,19610,2381,10375,21050,0,7975,20750,0
-2400,-300,13763,19467,2381,9775,21050,0,7375,20750,0
-2400,-300,13630,17823,2736,9775,19850,0,7375,19550,0
-2400,-300,13658,17890,2751,9925,19850,0,7525,19550,0
-2400,-300,13885,19646,2364,10525,21050,0,8125,20750,0
-2400,-300,13990,18924,2682,10375,20450,0,7975,20150,0
-2400,-300,13828,18928,2682,10075,20450,0,7675,20150,0
-2400,-300,13968,18881,2686,10075,20450,0,7675,20150,0
-2400,-300,13807,18878,2691,9925,20450,0,7525,20150,0
-2400,-300,13844,19165,2525,9325,21050,0,6925,20750,0
-2400,-300,14102,19344,2778,10225,21050,0,7825,20750,0
-2400,-300,13870,19214,2540,9475,21050,0,7075,20750,0
-2400,-300,13950,18790,2830,9925,20450,0,7525,20150,0
-2400,-300,13958,19407,2624,10075,21050,0,7675,20750,0
-2400,-300,13906,19285,2596,9775,21050,0,7375,20750,0
-2400,-300,13748,19523,2217,10375,21650,0,7975,21350,0
-2400,-300,13612,19263,2366,9925,21650,0,7525,21350,0
-2400,-300,14127,19411,2771,10375,21050,0,7975,20750,0
-2400,-300,14001,19765,2217,10375,21650,0,7975,21350,0
-2400,-300,13979,19626,2317,10975,21650,0,8575,21350,0
-2400,-300,14142,19455,2775,10525,21050,0,8125,20750,0
-2400,-300,13731,19558,2362,9625,21650,0,7225,21350,0
-2400,-300,13756,19481,2474,10525,21650,0,8125,21350,0
-2400,-300,13601,17803,2624,8575,21050,0,6175,20750,0
-2400,-300,13781,19548,2155,10675,21650,0,8275,21350,0
-2400,-300,13799,19443,2507,9925,21050,0,7525,20750,0
-2400,-300,13663,19355,2357,10075,21650,0,7675,21350,0
-2400,-300,13566,18310,2284,6925,21050,0,4525,20750,0
-2400,-300,13947,19372,2788,10225,21050,0,7825,20750,0
-2400,-300,13889,19419,2466,10525,21650,0,8125,21350,0
-2400,-300,14204,19732,2583,10825,21650,0,8425,21350,0
-2400,-300,13966,19591,2471,10225,21650,0,7825,21350,0
-2400,-300,13898,19766,2241,10825,22250,0,8425,21950,0
-2400,-300,13758,19480,2419,10225,22250,0,7825,21950,0
-2400,-300,13956,19574,2471,10075,21650,0,7675,21350,0
-2400,-300,13940,19753,2427,10075,22250,0,7675,21950,0
-2400,-300,13768,18117,2696,10075,19250,0,7675,18950,0
-2400,-300,13941,19362,2609,9925,21050,0,7525,20750,0
-2400,-300,14106,19795,2828,8425,22850,0,6025,22550,0
-2400,-300,13843,19736,2350,10225,21650,0,7825,21350,0
-2400,-300,14211,19455,2877,7975,22850,0,5575,22550,0
-2400,-300,14114,19425,2969,7825,22250,0,5425,21950,0
-2100,-300,13085,16642,2161,7825,15050,0,5725,14750,0
-2100,-300,13076,16054,1874,6475,15650,0,4375,15350,0
-2100,-300,13071,16574,1949,6775,16250,0,4675,15950,0
-2100,-300,12882,15949,1896,9475,16850,0,7375,16550,0
-2100,-300,12988,16441,1770,9025,17450,0,6925,17150,0
-2100,-300,13781,16089,1807,19975,17450,0,17875,17150,0
-2100,-300,13487,16312,2343,18925,16850,0,16825,16550,0
-2100,-300,13973,16943,1782,9775,18650,0,7675,18350,0
-2100,-300,13482,19185,2050,9325,19250,0,7225,18950,0
-2100,-300,13394,18700,1916,10225,19850,0,8125,19550,0
-2100,-300,13561,18585,2076,9925,19250,0,7825,18950,0
-2100,-300,13425,18381,1973,10225,19850,0,8125,19550,0
-2100,-300,13309,18486,1601,5275,19850,0,3175,19550,0
-2100,-300,13245,19752,1160,9025,20450,0,6925,20150,0
-2100,-300,13210,17690,1999,4675,19250,0,2575,18950,0
-2100,-300,13798,18200,2555,10075,19250,0,7975,18950,0
-2100,-300,13748,19100,2727,20425,18650,0,18325,18350,0
-2100,-300,13759,18111,2767,9775,19250,0,7675,18950,0
-2100,-300,13549,18741,2098,9625,20450,0,7525,20150,0
-2100,-300,13704,19122,2183,9925,20450,0,7825,20150,0
-2100,-300,13777,18171,2569,9925,19250,0,7825,18950,0
-2100,-300,13894,18971,2200,21925,18650,0,19825,18350,0
-2100,-300,13574,18119,2580,9475,19250,0,7375,18950,0
-2100,-300,13586,17573,2863,7525,19250,0,5425,18950,0
-2100,-300,13677,17764,3018,8275,19850,0,6175,19550,0
-2100,-300,13326,18586,2517,20425,19250,0,18325,18950,0
-2100,-300,13325,17442,2473,8875,18650,0,6775,18350,0
-2100,-300,13664,17829,2985,8275,20450,0,6175,20150,0
-2100,-300,13749,19308,2317,10075,21050,0,7975,20750,0
-2100,-300,13757,18789,2568,9325,20450,0,7225,20150,0
-2100,-300,13428,18609,1937,9925,19250,0,7825,18950,0
-2100,-300,13823,18911,2725,9775,20450,0,7675,20150,0
-2100,-300,13787,18823,2723,9475,20450,0,7375,20150,0
-2100,-300,13542,18232,2650,7825,20450,0,5725,20150,0
-2100,-300,13830,19550,2409,9925,21050,0,7825,20750,0
-2100,-300,13758,19303,2340,10225,21050,0,8125,20750,0
-2100,-300,13808,19515,2413,9775,21050,0,7675,20750,0
-2100,-300,13392,18281,2133,5725,20450,0,3625,20150,0
-2100,-300,13979,19486,2526,9925,21050,0,7825,20750,0
-2100,-300,13797,18980,2733,8575,20450,0,6475,20150,0
-2100,-300,13628,18364,2369,9475,19850,0,7375,19550,0
-2100,-300,13985,18907,2726,9925,20450,0,7825,20150,0
-2100,-300,13808,19397,2315,10375,21050,0,8275,20750,0
-2100,-300,13898,19313,2494,9475,21050,0,7375,20750,0
-2100,-300,14063,19636,2517,10525,21050,0,8425,20750,0
-2100,-300,14130,19399,2809,10075,21050,0,7975,20750,0
-2100,-300,13954,19394,2657,9775,21050,0,7675,20750,0
